Frequency (GHz),Theta (°),Phi (°),Gain phi,Gain theta
0.06,329.999989,60.0000017,0.344054341,0.775257766
0.06,329.999989,65.0000007,0.244962469,0.846142471
0.06,329.999989,69.9999997,0.159959406,0.906929493
0.06,329.999989,74.9999987,0.0913734362,0.955959082
0.06,329.999989,79.9999977,0.0410508439,0.991915166
0.06,329.999989,84.9999967,0.0103275273,1.01384676
0.06,329.999989,90.0000025,1.07986925e-05,1.02117944
0.06,329.999989,95.0000015,0.0103693614,1.0137223
0.06,329.999989,100.000001,0.0411301889,0.99167037
0.06,329.999989,105,0.0914818421,0.955601692
0.06,329.999989,109.999999,0.16008462,0.906471193
0.06,329.999989,115.000004,0.24508886,0.845597684
0.06,329.999989,120.000003,0.344163686,0.774644315
0.06,329.999989,125.000002,0.45453763,0.69558996
0.06,329.999989,130.000001,0.573054373,0.610690176
0.06,329.999989,135,0.696244478,0.522426784
0.06,329.999989,139.999999,0.820414782,0.433444172
0.06,329.999989,144.999998,0.941754103,0.346473426
0.06,329.999989,149.999997,1.05645144,0.264247775
0.06,329.999989,154.999996,1.16082835,0.189407483
0.06,329.999989,159.999995,1.25147259,0.124403693
0.06,329.999989,164.999994,1.32537162,0.0714015737
0.06,329.999989,169.999993,1.38003433,0.0321925208
0.06,329.999989,175.000006,1.41359866,0.00811564364
0.06,329.999989,180.000005,1.42491269,2.33531363e-08
0.06,329.999989,185.000004,1.41358602,0.00812698621
0.06,329.999989,190.000003,1.38000607,0.032217402
0.06,329.999989,195.000002,1.3253231,0.071444124
0.06,329.999989,200.000001,1.25139773,0.124469034
0.06,329.999989,205,1.16071916,0.189502046
0.06,329.999989,209.999999,1.05630136,0.264377296
0.06,329.999989,214.999998,0.941557646,0.346642822
0.06,329.999989,219.999997,0.820169806,0.433655769
0.06,329.999989,224.999996,0.695951343,0.522680581
0.06,329.999989,230.000009,0.572718382,0.610982358
0.06,329.999989,235.000008,0.454168737,0.695912838
0.06,329.999989,240.000007,0.343776405,0.774986446
0.06,329.999989,245.000006,0.244702473,0.845944047
0.06,329.999989,250.000005,0.159722045,0.90680325
0.06,329.999989,255.000004,0.0911688879,0.955898643
0.06,329.999989,260.000003,0.0408940315,0.991910279
0.06,329.999989,265.000002,0.0102371909,1.01388347
0.06,329.999989,270.000001,8.13989845e-06,1.02124071
0.06,329.999989,275,0.0104765696,1.01379013
0.06,329.999989,279.999999,0.0413687788,0.991725802
0.06,329.999989,284.999998,0.0918710455,0.955627978
0.06,329.999989,289.999997,0.160639808,0.90645355
0.06,329.999989,294.999996,0.245820478,0.845524549
0.06,329.999989,299.999995,0.345075637,0.774508655
0.06,329.999989,304.999994,0.455626994,0.695389807
0.06,329.999989,309.999993,0.574310899,0.61042887
0.06,329.999989,314.999992,0.697651088,0.522112489
0.06,329.999989,319.999991,0.821947873,0.433089912
0.06,329.999989,324.99999,0.943383992,0.346096188
0.06,329.999989,329.999989,1.05814517,0.263867199
0.06,329.999989,334.999988,1.16255021,0.189044893
0.06,329.999989,339.999987,1.25318623,0.124080382
0.06,329.999989,345.000013,1.32704163,0.0711378232
0.06,329.999989,350.000012,1.38162911,0.0320052132
0.06,329.999989,355.000011,1.41509128,0.00801799539
0.06,329.999989,360.00001,1.42628253,4.44330453e-07
0.06,334.999988,0,1.42605078,4.14538846e-07
0.06,334.999988,4.99999985,1.41473734,0.00900068786
0.06,334.999988,9.99999971,1.38143194,0.0354898162
0.06,334.999988,15.0000004,1.32724047,0.0785862133
0.06,334.999988,19.9999994,1.2539531,0.136863932
0.06,334.999988,25.0000001,1.16397119,0.208410203
0.06,334.999988,30.0000008,1.06021273,0.290901154
0.06,334.999988,34.9999998,0.946002662,0.381690413
0.06,334.999988,39.9999988,0.824949801,0.477906674
0.06,334.999988,45.0000013,0.700819731,0.576554418
0.06,334.999988,50.0000003,0.577411532,0.674613893
0.06,334.999988,54.9999993,0.458439112,0.769133508
0.06,334.999988,60.0000017,0.347421527,0.857318521
0.06,334.999988,65.0000007,0.247588858,0.936604977
0.06,334.999988,69.9999997,0.161800653,1.00472391
0.06,334.999988,74.9999987,0.0924801379,1.05975342
0.06,334.999988,79.9999977,0.0415618718,1.10015965
0.06,334.999988,84.9999967,0.0104532344,1.12482774
0.06,334.999988,90.0000025,7.98730343e-06,1.13308108
0.06,334.999988,95.0000015,0.0105109261,1.12469411
0.06,334.999988,100.000001,0.0416729003,1.09989703
0.06,334.999988,105,0.0926359668,1.05936968
0.06,334.999988,109.999999,0.161988854,1.00423193
0.06,334.999988,115.000004,0.247793645,0.936020017
0.06,334.999988,120.000003,0.347624451,0.856659651
0.06,334.999988,125.000002,0.458619595,0.768421173
0.06,334.999988,130.000001,0.577547908,0.673870564
0.06,334.999988,135,0.700889587,0.575804055
0.06,334.999988,139.999999,0.824931979,0.477171957
0.06,334.999988,144.999998,0.945877254,0.380993754
0.06,334.999988,149.999997,1.05996215,0.290263683
0.06,334.999988,154.999996,1.1635803,0.20785062
0.06,334.999988,159.999995,1.25341129,0.136398196
0.06,334.999988,164.999994,1.32654119,0.0782267675
0.06,334.999988,169.999993,1.3805728,0.035246104
0.06,334.999988,175.000006,1.41372085,0.00887796283
0.06,334.999988,180.000005,1.42488396,3.76331144e-08
0.06,334.999988,185.000004,1.41368973,0.00890946202
0.06,334.999988,190.000003,1.3805089,0.0353105552
0.06,334.999988,195.000002,1.32644176,0.0783268586
0.06,334.999988,200.000001,1.25327241,0.136536956
0.06,334.999988,205,1.16339791,0.208031952
0.06,334.999988,209.999999,1.05973279,0.290490419
0.06,334.999988,214.999998,0.945599914,0.381267607
0.06,334.999988,219.999997,0.824606955,0.477491975
0.06,334.999988,224.999996,0.700521171,0.576167107
0.06,334.999988,230.000009,0.577144027,0.674270034
0.06,334.999988,235.000008,0.458192199,0.768846393
0.06,334.999988,240.000007,0.347189337,0.857097268
0.06,334.999988,245.000006,0.247370467,0.936453164
0.06,334.999988,250.000005,0.161600277,1.00463998
0.06,334.999988,255.000004,0.0923066065,1.05973172
0.06,334.999988,260.000003,0.0414282717,1.10019028
0.06,334.999988,265.000002,0.0103759784,1.12489712
0.06,334.999988,270.000001,5.6626177e-06,1.13317299
0.06,334.999988,275,0.0106029669,1.12479162
0.06,334.999988,279.999999,0.0418781079,1.09998214
0.06,334.999988,284.999998,0.092971094,1.05942607
0.06,334.999988,289.999997,0.162467316,1.00424564
0.06,334.999988,294.999996,0.248424321,0.93598026
0.06,334.999988,299.999995,0.348410636,0.856559634
0.06,334.999988,304.999994,0.459558427,0.768259168
0.06,334.999988,309.999993,0.578630388,0.673649848
0.06,334.999988,314.999992,0.702100515,0.575532019
0.06,334.999988,319.999991,0.826250732,0.47686097
0.06,334.999988,324.99999,0.947278559,0.380659461
0.06,334.999988,329.999989,1.06141651,0.289924383
0.06,334.999988,334.999988,1.16505706,0.207525983
0.06,334.999988,339.999987,1.25487936,0.136107951
0.06,334.999988,345.000013,1.32797015,0.0779896155
0.06,334.999988,350.000012,1.3819356,0.0350775123
0.06,334.999988,355.000011,1.41499472,0.00879001245
0.06,334.999988,360.00001,1.42605078,4.14538846e-07
0.06,339.999987,0,1.42582536,3.77869867e-07
0.06,339.999987,4.99999985,1.41464484,0.00966480374
0.06,339.999987,9.99999971,1.3817035,0.0381386019
0.06,339.999987,15.0000004,1.32806396,0.0845023543
0.06,339.999987,19.9999994,1.25545013,0.147264972
0.06,339.999987,25.0000001,1.16618192,0.224419221
0.06,339.999987,30.0000008,1.06309271,0.31351459
0.06,339.999987,34.9999998,0.949427545,0.411744684
0.06,339.999987,39.9999988,0.828730702,0.516045153
0.06,339.999987,45.0000013,0.70472759,0.623195112
0.06,339.999987,50.0000003,0.581204057,0.72992301
0.06,339.999987,54.9999993,0.461890042,0.833004951
0.06,339.999987,60.0000017,0.350347996,0.929363966
0.06,339.999987,65.0000007,0.249872461,1.01615381
0.06,339.999987,69.9999997,0.163401872,1.09083724
0.06,339.999987,74.9999987,0.0934421718,1.15125036
0.06,339.999987,79.9999977,0.0420053378,1.19565654
0.06,339.999987,84.9999967,0.0105615724,1.2227869
0.06,339.999987,90.0000025,5.50799359e-06,1.23186934
0.06,339.999987,95.0000015,0.0106360968,1.22264612
0.06,339.999987,100.000001,0.0421499871,1.19537961
0.06,339.999987,105,0.0936483443,1.15084589
0.06,339.999987,109.999999,0.16365701,1.0903182
0.06,339.999987,115.000004,0.250160605,1.01553679
0.06,339.999987,120.000003,0.35065034,0.928668082
0.06,339.999987,125.000002,0.46218583,0.832252622
0.06,339.999987,130.000001,0.581470847,0.729137421
0.06,339.999987,135,0.704942703,0.622401416
0.06,339.999987,139.999999,0.828871787,0.515267193
0.06,339.999987,144.999998,0.949473858,0.411006302
0.06,339.999987,149.999997,1.06302547,0.312837929
0.06,339.999987,154.999996,1.16598475,0.223824412
0.06,339.999987,159.999995,1.2551105,0.146769211
0.06,339.999987,164.999994,1.32757378,0.0841190591
0.06,339.999987,169.999993,1.38105798,0.0378782488
0.06,339.999987,175.000006,1.41384435,0.00953347981
0.06,339.999987,180.000005,1.42487514,5.84234101e-08
0.06,339.999987,185.000004,1.41379285,0.00958714075
0.06,339.999987,190.000003,1.38095427,0.0379860885
0.06,339.999987,195.000002,1.32741702,0.084281899
0.06,339.999987,200.000001,1.25490034,0.146987483
0.06,339.999987,205,1.16572046,0.224098787
0.06,339.999987,209.999999,1.06270766,0.313167602
0.06,339.999987,214.999998,0.949105263,0.411388934
0.06,339.999987,219.999997,0.828457475,0.515698075
0.06,339.999987,224.999996,0.704490125,0.622873545
0.06,339.999987,230.000009,0.580991209,0.729640603
0.06,339.999987,235.000008,0.461693197,0.832773626
0.06,339.999987,240.000007,0.350162059,0.929191113
0.06,339.999987,245.000006,0.249696836,1.01604247
0.06,339.999987,250.000005,0.163239956,1.09078634
0.06,339.999987,255.000004,0.0933013186,1.15125477
0.06,339.999987,260.000003,0.041896496,1.19570708
0.06,339.999987,265.000002,0.0104984315,1.22287142
0.06,339.999987,270.000001,3.57313115e-06,1.23197341
0.06,339.999987,275,0.0107115777,1.2227546
0.06,339.999987,279.999999,0.0423185453,1.19547641
0.06,339.999987,284.999998,0.0939238742,1.1509167
0.06,339.999987,289.999997,0.164050609,1.09035051
0.06,339.999987,294.999996,0.250679642,1.01552105
0.06,339.999987,299.999995,0.351297319,0.928598642
0.06,339.999987,304.999994,0.462958246,0.832127571
0.06,339.999987,309.999993,0.582361281,0.728959501
0.06,339.999987,314.999992,0.705938101,0.622177422
0.06,339.999987,319.999991,0.829955161,0.515007794
0.06,339.999987,324.99999,0.950624049,0.410725325
0.06,339.999987,329.999989,1.06421804,0.312551379
0.06,339.999987,334.999988,1.16719472,0.223549291
0.06,339.999987,339.999987,1.25631213,0.146522686
0.06,339.999987,345.000013,1.32874203,0.0839174017
0.06,339.999987,350.000012,1.38217115,0.0377347805
0.06,339.999987,355.000011,1.41488338,0.00945859309
0.06,339.999987,360.00001,1.42582536,3.77869867e-07
0.06,345.000013,0,1.42561328,3.36114766e-07
0.06,345.000013,4.99999985,1.41454363,0.0102005862
0.06,345.000013,9.99999971,1.38190103,0.040282201
0.06,345.000013,15.0000004,1.32871306,0.0892981142
0.06,345.000013,19.9999994,1.25664949,0.155708969
0.06,345.000013,25.0000001,1.16796494,0.237435922
0.06,345.000013,30.0000008,1.06542337,0.331931204
0.06,345.000013,34.9999998,0.952205002,0.436263323
0.06,345.000013,39.9999988,0.83180213,0.547213435
0.06,345.000013,45.0000013,0.707905889,0.66137898
0.06,345.000013,50.0000003,0.584291458,0.77528137
0.06,345.000013,54.9999993,0.464701474,0.885470986
0.06,345.000013,60.0000017,0.352733225,0.988633335
0.06,345.000013,65.0000007,0.251734197,1.08168423
0.06,345.000013,69.9999997,0.164706886,1.16185665
0.06,345.000013,74.9999987,0.0942254141,1.22677958
0.06,345.000013,79.9999977,0.0423652939,1.2745409
0.06,345.000013,84.9999967,0.0106485346,1.30373859
0.06,345.000013,90.0000025,3.43473289e-06,1.31351793
0.06,345.000013,95.0000015,0.0107406368,1.3035928
0.06,345.000013,100.000001,0.0425450802,1.27425385
0.06,345.000013,105,0.0944841877,1.2263602
0.06,345.000013,109.999999,0.165031999,1.16131866
0.06,345.000013,115.000004,0.252109498,1.08104384
0.06,345.000013,120.000003,0.353139639,0.987911582
0.06,345.000013,125.000002,0.465117812,0.884689689
0.06,345.000013,130.000001,0.584694982,0.774465024
0.06,345.000013,135,0.708273053,0.660553336
0.06,345.000013,139.999999,0.83210969,0.546403468
0.06,345.000013,144.999998,0.9524315,0.435493559
0.06,345.000013,149.999997,1.06554854,0.331224948
0.06,345.000013,154.999996,1.1679709,0.236814141
0.06,345.000013,159.999995,1.25652194,0.155189842
0.06,345.000013,164.999994,1.3284421,0.0888961256
0.06,345.000013,169.999993,1.38147986,0.0400086716
0.06,345.000013,175.000006,1.41397023,0.0100623891
0.06,345.000013,180.000005,1.42489088,8.56603108e-08
0.06,345.000013,185.000004,1.41389656,0.0101394951
0.06,345.000013,190.000003,1.38133299,0.0401622914
0.06,345.000013,195.000002,1.32822347,0.089124918
0.06,345.000013,200.000001,1.25623429,0.155491173
0.06,345.000013,205,1.16761732,0.237184793
0.06,345.000013,209.999999,1.06513429,0.331659913
0.06,345.000013,214.999998,0.951963961,0.435985953
0.06,345.000013,219.999997,0.831597805,0.546944022
0.06,345.000013,224.999996,0.707728684,0.661130905
0.06,345.000013,230.000009,0.584132791,0.775065601
0.06,345.000013,235.000008,0.46455431,0.885296881
0.06,345.000013,240.000007,0.35259378,0.988507032
0.06,345.000013,245.000006,0.251602024,1.08160782
0.06,345.000013,250.000005,0.164584562,1.16182935
0.06,345.000013,255.000004,0.0941185951,1.2267971
0.06,345.000013,260.000003,0.0422825105,1.27459562
0.06,345.000013,265.000002,0.0106003787,1.30382085
0.06,345.000013,270.000001,1.93797609e-06,1.3136158
0.06,345.000013,275,0.0107983658,1.30369377
0.06,345.000013,279.999999,0.0426741578,1.27434504
0.06,345.000013,284.999998,0.0946953446,1.2264303
0.06,345.000013,289.999997,0.165333793,1.16135657
0.06,345.000013,294.999996,0.252507567,1.08104277
0.06,345.000013,299.999995,0.353635848,0.987866223
0.06,345.000013,304.999994,0.465710163,0.88459909
0.06,345.000013,309.999993,0.585377514,0.774331331
0.06,345.000013,314.999992,0.709035695,0.660381794
0.06,345.000013,319.999991,0.832939386,0.54620266
0.06,345.000013,324.99999,0.953311861,0.43527472
0.06,345.000013,329.999989,1.06646085,0.331000865
0.06,345.000013,334.999988,1.16889584,0.236598492
0.06,345.000013,339.999987,1.25743961,0.154996291
0.06,345.000013,345.000013,1.32933354,0.0887376741
0.06,345.000013,350.000012,1.38232827,0.0398958735
0.06,345.000013,355.000011,1.41476142,0.0100034773
0.06,345.000013,360.00001,1.42561328,3.36114766e-07
0.06,350.000012,0,1.42542112,2.91235949e-07
0.06,350.000012,4.99999985,1.41443717,0.0105919009
0.06,350.000012,9.99999971,1.38201845,0.0418552794
0.06,350.000012,15.0000004,1.3291676,0.0928248316
0.06,350.000012,19.9999994,1.25751352,0.161928296
0.06,350.000012,25.0000001,1.16926384,0.247037172
0.06,350.000012,30.0000008,1.06713009,0.345535308
0.06,350.000012,34.9999998,0.95424509,0.454401344
0.06,350.000012,39.9999988,0.834062397,0.570304573
0.06,350.000012,45.0000013,0.710248053,0.68970871
0.06,350.000012,50.0000003,0.586568713,0.808981121
0.06,350.000012,54.9999993,0.466776282,0.924502969
0.06,350.000012,60.0000017,0.354493737,1.03278017
0.06,350.000012,65.0000007,0.253107846,1.13054657
0.06,350.000012,69.9999997,0.16566883,1.21486056
0.06,350.000012,74.9999987,0.0948013365,1.28319073
0.06,350.000012,79.9999977,0.0426284634,1.33348966
0.06,350.000012,84.9999967,0.0107107861,1.36425269
0.06,350.000012,90.0000025,1.82956444e-06,1.37456
0.06,350.000012,95.0000015,0.0108209616,1.36410403
0.06,350.000012,100.000001,0.0428443626,1.33319747
0.06,350.000012,105,0.0951142237,1.28276336
0.06,350.000012,109.999999,0.166065961,1.21431172
0.06,350.000012,115.000004,0.253572941,1.1298939
0.06,350.000012,120.000003,0.35500741,1.03204346
0.06,350.000012,125.000002,0.467317015,0.923704863
0.06,350.000012,130.000001,0.587113261,0.808146417
0.06,350.000012,135,0.710772216,0.688863695
0.06,350.000012,139.999999,0.834542155,0.569474578
0.06,350.000012,144.999998,0.954657853,0.453611553
0.06,350.000012,149.999997,1.06745398,0.344809741
0.06,350.000012,154.999996,1.16947961,0.246397421
0.06,350.000012,159.999995,1.25760567,0.161393315
0.06,350.000012,164.999994,1.32912362,0.0924098492
0.06,350.000012,169.999993,1.38182986,0.0415724218
0.06,350.000012,175.000006,1.41409898,0.0104487576
0.06,350.000012,180.000005,1.42493463,1.18925456e-07
0.06,350.000012,185.000004,1.4140017,0.0105497753
0.06,350.000012,190.000003,1.38163686,0.0417726189
0.06,350.000012,195.000002,1.32883906,0.0927055106
0.06,350.000012,200.000001,1.25723553,0.161778331
0.06,350.000012,205,1.16903126,0.246864557
0.06,350.000012,209.999999,1.06693721,0.345349044
0.06,350.000012,214.999998,0.954084754,0.454211324
0.06,350.000012,219.999997,0.833926737,0.570120573
0.06,350.000012,224.999996,0.710130453,0.689539909
0.06,350.000012,230.000009,0.586463392,0.808835208
0.06,350.000012,235.000008,0.4666785,0.92438674
0.06,350.000012,240.000007,0.354400843,1.03269792
0.06,350.000012,245.000006,0.253019542,1.13049936
0.06,350.000012,250.000005,0.165586859,1.21484804
0.06,350.000012,255.000004,0.0947295874,1.28320956
0.06,350.000012,260.000003,0.0425727144,1.33353496
0.06,350.000012,265.000002,0.0106782988,1.36431706
0.06,350.000012,270.000001,8.09360131e-07,1.37463546
0.06,350.000012,275,0.0108599951,1.36418116
0.06,350.000012,279.999999,0.0429317169,1.33326757
0.06,350.000012,284.999998,0.0952572227,1.28281844
0.06,350.000012,289.999997,0.16627039,1.21434462
0.06,350.000012,294.999996,0.253842622,1.12989819
0.06,350.000012,299.999995,0.35534367,1.03201675
0.06,350.000012,304.999994,0.467718303,0.923646033
0.06,350.000012,309.999993,0.587575555,0.808057129
0.06,350.000012,314.999992,0.711288571,0.688747466
0.06,350.000012,319.999991,0.835103631,0.569337785
0.06,350.000012,324.99999,0.955253363,0.453461677
0.06,350.000012,329.999989,1.06807089,0.344655871
0.06,350.000012,334.999988,1.17010462,0.24624911
0.06,350.000012,339.999987,1.25822568,0.161259979
0.06,350.000012,345.000013,1.32972503,0.0923007503
0.06,350.000012,350.000012,1.38240194,0.0414947122
0.06,350.000012,355.000011,1.41463208,0.0104081417
0.06,350.000012,360.00001,1.42542112,2.91235949e-07
0.06,355.000011,0,1.42525446,2.45243285e-07
0.06,355.000011,4.99999985,1.41432762,0.0108270114
0.06,355.000011,9.99999971,1.38205206,0.0428099409
0.06,355.000011,15.0000004,1.32941294,0.0949730352
0.06,355.000011,19.9999994,1.25801551,0.165725157
0.06,355.000011,25.0000001,1.17003679,0.252909005
0.06,355.000011,30.0000008,1.06815755,0.35386765
0.06,355.000011,34.9999998,0.955480874,0.465525955
0.06,355.000011,39.9999988,0.835436344,0.58448571
0.06,355.000011,45.0000013,0.711674511,0.707128167
0.06,355.000011,50.0000003,0.587956965,0.829726636
0.06,355.000011,54.9999993,0.46804148,0.948556483
0.06,355.000011,60.0000017,0.355566829,1.06001151
0.06,355.000011,65.0000007,0.253943801,1.16071236
0.06,355.000011,69.9999997,0.16625236,1.24760628
0.06,355.000011,74.9999987,0.0951485261,1.31806123
0.06,355.000011,79.9999977,0.0427848287,1.36994421
0.06,355.000011,84.9999967,0.0107458467,1.4016844
0.06,355.000011,90.0000025,7.40530311e-07,1.41232228
0.06,355.000011,95.0000015,0.0108743086,1.40153575
0.06,355.000011,100.000001,0.0430372916,1.36965084
0.06,355.000011,105,0.0955162048,1.31763303
0.06,355.000011,109.999999,0.166722462,1.24705613
0.06,355.000011,115.000004,0.254499912,1.16005707
0.06,355.000011,120.000003,0.35618937,1.05927181
0.06,355.000011,125.000002,0.468708634,0.947754323
0.06,355.000011,130.000001,0.588645101,0.828886688
0.06,355.000011,135,0.712358534,0.706276953
0.06,355.000011,139.999999,0.836091518,0.583648443
0.06,355.000011,144.999998,0.956083536,0.464728296
0.06,355.000011,149.999997,1.06868458,0.353133619
0.06,355.000011,154.999996,1.17046714,0.252260834
0.06,355.000011,159.999995,1.25833201,0.165182263
0.06,355.000011,164.999994,1.32960117,0.0945511758
0.06,355.000011,169.999993,1.38210094,0.0425218754
0.06,355.000011,175.000006,1.41423059,0.0106809931
0.06,355.000011,180.000005,1.42500973,1.57425688e-07
0.06,355.000011,185.000004,1.41410887,0.0108055109
0.06,355.000011,190.000003,1.38186038,0.0427677706
0.06,355.000011,195.000002,1.32924807,0.0949121863
0.06,355.000011,200.000001,1.25787604,0.165648729
0.06,355.000011,205,1.16992009,0.252821058
0.06,355.000011,209.999999,1.06806099,0.353772879
0.06,355.000011,214.999998,0.955400825,0.465429515
0.06,355.000011,219.999997,0.835368574,0.584392428
0.06,355.000011,224.999996,0.71161592,0.707042992
0.06,355.000011,230.000009,0.587904692,0.829653025
0.06,355.000011,235.000008,0.467992842,0.948498189
0.06,355.000011,240.000007,0.355520427,1.05997097
0.06,355.000011,245.000006,0.253899664,1.16069007
0.06,355.000011,250.000005,0.166211277,1.24760175
0.06,355.000011,255.000004,0.09511251,1.31807303
0.06,355.000011,260.000003,0.0427568071,1.36996913
0.06,355.000011,265.000002,0.0107294954,1.40171981
0.06,355.000011,270.000001,2.23596857e-07,1.41236329
0.06,355.000011,275,0.0108939959,1.40157747
0.06,355.000011,279.999999,0.043081373,1.36968923
0.06,355.000011,284.999998,0.095588401,1.31766307
0.06,355.000011,289.999997,0.166825682,1.2470746
0.06,355.000011,294.999996,0.254636168,1.16006112
0.06,355.000011,299.999995,0.356359243,1.05925941
0.06,355.000011,304.999994,0.46891135,0.947725475
0.06,355.000011,309.999993,0.588878512,0.828842103
0.06,355.000011,314.999992,0.712619245,0.706218302
0.06,355.000011,319.999991,0.836374879,0.583579123
0.06,355.000011,324.99999,0.956383884,0.464652151
0.06,355.000011,329.999989,1.06899548,0.353055298
0.06,355.000011,334.999988,1.17078233,0.252185225
0.06,355.000011,339.999987,1.25864434,0.165114239
0.06,355.000011,345.000013,1.32990396,0.0944956392
0.06,355.000011,350.000012,1.38238883,0.042482309
0.06,355.000011,355.000011,1.41449904,0.0106602842
0.06,355.000011,360.00001,1.42525446,2.45243285e-07
0.06,360.00001,0,1.4251163,2.00000656e-07
0.06,360.00001,4.99999985,1.41421759,0.0108988918
0.06,360.00001,9.99999971,1.38199949,0.0431171544
0.06,360.00001,15.0000004,1.32944047,0.095676057
0.06,360.00001,19.9999994,1.25813818,0.166978583
0.06,360.00001,25.0000001,1.17025816,0.254858345
0.06,360.00001,30.0000008,1.06847167,0.356645018
0.06,360.00001,34.9999998,0.955870748,0.46924597
0.06,360.00001,39.9999988,0.835876703,0.589239717
0.06,360.00001,45.0000013,0.71213603,0.712980568
0.06,360.00001,50.0000003,0.588408053,0.836708665
0.06,360.00001,54.9999993,0.468452275,0.956664443
0.06,360.00001,60.0000017,0.35591346,1.06920302
0.06,360.00001,65.0000007,0.254211277,1.17090547
0.06,360.00001,69.9999997,0.166435689,1.25868094
0.06,360.00001,74.9999987,0.0952537507,1.32986271
0.06,360.00001,79.9999977,0.0428282954,1.38228834
0.06,360.00001,84.9999967,0.0107522411,1.41436446
0.06,360.00001,90.0000025,2.00037618e-07,1.4251163
0.06,360.00001,95.0000015,0.0108988993,1.41421759
0.06,360.00001,100.000001,0.0431171618,1.38199949
0.06,360.00001,105,0.095676057,1.32944047
0.06,360.00001,109.999999,0.166978583,1.25813818
0.06,360.00001,115.000004,0.254858404,1.17025816
0.06,360.00001,120.000003,0.356645077,1.06847167
0.06,360.00001,125.000002,0.46924597,0.955870748
0.06,360.00001,130.000001,0.589239776,0.835876703
0.06,360.00001,135,0.712980568,0.71213603
0.06,360.00001,139.999999,0.836708665,0.588408053
0.06,360.00001,144.999998,0.956664443,0.468452275
0.06,360.00001,149.999997,1.06920302,0.355913579
0.06,360.00001,154.999996,1.17090547,0.254211396
0.06,360.00001,159.999995,1.25868094,0.166435748
0.06,360.00001,164.999994,1.32986271,0.0952538028
0.06,360.00001,169.999993,1.38228834,0.0428283326
0.06,360.00001,175.000006,1.41436446,0.0107522011
0.06,360.00001,180.000005,1.4251163,2.00074538e-07
0.06,360.00001,185.000004,1.41421759,0.0108989095
0.06,360.00001,190.000003,1.38199949,0.043117173
0.06,360.00001,195.000002,1.32944047,0.0956760719
0.06,360.00001,200.000001,1.25813818,0.166978598
0.06,360.00001,205,1.17025864,0.254858345
0.06,360.00001,209.999999,1.06847167,0.356645018
0.06,360.00001,214.999998,0.955870748,0.469245881
0.06,360.00001,219.999997,0.835876942,0.589239717
0.06,360.00001,224.999996,0.71213609,0.71298039
0.06,360.00001,230.000009,0.588407815,0.836708844
0.06,360.00001,235.000008,0.468452066,0.956664443
0.06,360.00001,240.000007,0.355913371,1.06920302
0.06,360.00001,245.000006,0.254211217,1.17090547
0.06,360.00001,250.000005,0.166435599,1.25868094
0.06,360.00001,255.000004,0.0952536985,1.32986295
0.06,360.00001,260.000003,0.0428282544,1.38228869
0.06,360.00001,265.000002,0.0107522169,1.41436446
0.06,360.00001,270.000001,2.0001076e-07,1.4251163
0.06,360.00001,275,0.0108988918,1.41421759
0.06,360.00001,279.999999,0.043117132,1.38199949
0.06,360.00001,284.999998,0.0956760198,1.32944047
0.06,360.00001,289.999997,0.166978538,1.25813818
0.06,360.00001,294.999996,0.254858226,1.17025864
0.06,360.00001,299.999995,0.356644899,1.06847191
0.06,360.00001,304.999994,0.469245732,0.955870926
0.06,360.00001,309.999993,0.589239657,0.835876942
0.06,360.00001,314.999992,0.71298039,0.712136269
0.06,360.00001,319.999991,0.836708307,0.588408232
0.06,360.00001,324.99999,0.956664026,0.468452513
0.06,360.00001,329.999989,1.06920302,0.355913758
0.06,360.00001,334.999988,1.17090499,0.254211485
0.06,360.00001,339.999987,1.25868094,0.166435882
0.06,360.00001,345.000013,1.32986295,0.0952535719
0.06,360.00001,350.000012,1.38228869,0.0428281724
0.06,360.00001,355.000011,1.41436446,0.0107521769
0.06,360.00001,360.00001,1.4251163,2.00000656e-07
0.065,0,0,1.43260956,1.3704198e-07
0.065,0,4.99999985,1.421682,0.0109277256
0.065,0,9.99999971,1.38932192,0.0432878397
0.065,0,15.0000004,1.33651257,0.0960972384
0.065,0,19.9999994,1.26485837,0.167751312
0.065,0,25.0000001,1.1765368,0.256072968
0.065,0,30.0000008,1.07423127,0.35837847
0.065,0,34.9999998,0.961050391,0.471559405
0.065,0,39.9999988,0.840432942,0.592176735
0.065,0,45.0000013,0.71604389,0.716565728
0.065,0,50.0000003,0.591662824,0.840946794
0.065,0,54.9999993,0.471069068,0.961540759
0.065,0,60.0000017,0.357926428,1.07468331
0.065,0,65.0000007,0.255673081,1.17693663
0.065,0,69.9999997,0.167415872,1.26519394
0.065,0,74.9999987,0.0958363265,1.3367734
0.065,0,79.9999977,0.043109376,1.38950026
0.065,0,84.9999967,0.0108371181,1.42177248
0.065,0,90.0000025,1.37064788e-07,1.43260956
0.065,0,95.0000015,0.010927733,1.421682
0.065,0,100.000001,0.0432878584,1.38932192
0.065,0,105,0.0960972384,1.33651257
0.065,0,109.999999,0.167751312,1.26485837
0.065,0,115.000004,0.256073058,1.1765368
0.065,0,120.000003,0.35837853,1.07423127
0.065,0,125.000002,0.471559405,0.961050212
0.065,0,130.000001,0.592176855,0.840432942
0.065,0,135,0.716565728,0.71604389
0.065,0,139.999999,0.840946794,0.591662824
0.065,0,144.999998,0.961540759,0.471069068
