Frequency (GHz),Theta (°),Phi (°),Gain phi,Gain theta
0.035,169.999993,289.999997,0.159996122,1.16718161
0.035,169.999993,294.999996,0.244153261,1.08571005
0.035,169.999993,299.999995,0.341636837,0.991337776
0.035,169.999993,304.999994,0.449493706,0.88692385
0.035,169.999993,309.999993,0.564454377,0.77563417
0.035,169.999993,314.999992,0.683030546,0.660845876
0.035,169.999993,319.999991,0.801621139,0.546045423
0.035,169.999993,324.99999,0.916621387,0.434722871
0.035,169.999993,329.999989,1.02453268,0.33026588
0.035,169.999993,334.999988,1.122069,0.235855758
0.035,169.999993,339.999987,1.2062577,0.154370233
0.035,169.999993,345.000013,1.27453184,0.0882947668
0.035,169.999993,350.000012,1.32480741,0.0396470763
0.035,169.999993,355.000011,1.35554957,0.00991274975
0.035,169.999993,360.00001,1.36581957,7.00245437e-07
0.035,175.000006,0,1.36586428,6.10833411e-07
0.035,175.000006,4.99999985,1.35535729,0.0104399957
0.035,175.000006,9.99999971,1.32440972,0.041155722
0.035,175.000006,15.0000004,1.27396381,0.0912137926
0.035,175.000006,19.9999994,1.20555377,0.159091845
0.035,175.000006,25.0000001,1.12125993,0.242725745
0.035,175.000006,30.0000008,1.02364635,0.339572251
0.035,175.000006,34.9999998,0.915681183,0.446686924
0.035,175.000006,39.9999988,0.800646484,0.560813367
0.035,175.000006,45.0000013,0.682038963,0.678483248
0.035,175.000006,50.0000003,0.563463032,0.796121061
0.035,175.000006,54.9999993,0.448521107,0.910152793
0.035,175.000006,60.0000017,0.34070465,1.01711476
0.035,175.000006,65.0000007,0.243288115,1.11375904
0.035,175.000006,69.9999997,0.159229368,1.19715154
0.035,175.000006,74.9999987,0.091080144,1.26476014
0.035,175.000006,79.9999977,0.0409091078,1.31453335
0.035,175.000006,84.9999967,0.0102389455,1.34496057
0.035,175.000006,90.0000025,4.29304549e-07,1.35511816
0.035,175.000006,95.0000015,0.0105042914,1.34469843
0.035,175.000006,100.000001,0.0414317399,1.31401706
0.035,175.000006,105,0.0918441638,1.26400542
0.035,175.000006,109.999999,0.160211548,1.19618106
0.035,175.000006,115.000004,0.244458809,1.11260283
0.035,175.000006,120.000003,0.342028111,1.01580799
0.035,175.000006,125.000002,0.449957013,0.908734858
0.035,175.000006,130.000001,0.564967871,0.794635415
0.035,175.000006,135,0.683567345,0.676975071
0.035,175.000006,139.999999,0.802151918,0.559328437
0.035,175.000006,144.999998,0.917118132,0.44527024
0.035,175.000006,149.999997,1.02497125,0.338267088
0.035,175.000006,154.999996,1.12243259,0.241571605
0.035,175.000006,159.999995,1.20653915,0.158123732
0.035,175.000006,164.999994,1.27473223,0.0904609114
0.035,175.000006,169.999993,1.32493818,0.0406408459
0.035,175.000006,175.000006,1.3556298,0.0101785343
0.035,175.000006,180.000005,1.3658731,4.21894299e-07
0.035,175.000006,185.000004,1.35535729,0.0104155755
0.035,175.000006,190.000003,1.32440126,0.0411066487
0.035,175.000006,195.000002,1.27394795,0.0911394581
0.035,175.000006,200.000001,1.20553136,0.15899159
0.035,175.000006,205,1.12123346,0.242598772
0.035,175.000006,209.999999,1.02361727,0.339417964
0.035,175.000006,214.999998,0.915651202,0.446504831
0.035,175.000006,219.999997,0.800617456,0.560603499
0.035,175.000006,224.999996,0.682012558,0.678245902
0.035,175.000006,230.000009,0.563439906,0.795857191
0.035,175.000006,235.000008,0.448502511,0.909863412
0.035,175.000006,240.000007,0.340691,1.01680195
0.035,175.000006,245.000006,0.243279278,1.11342525
0.035,175.000006,250.000005,0.159224778,1.19679999
0.035,175.000006,255.000004,0.0910789073,1.26439476
0.035,175.000006,260.000003,0.0409099534,1.31415796
0.035,175.000006,265.000002,0.0102403797,1.34457946
0.035,175.000006,270.000001,8.43978e-07,1.35473609
0.035,175.000006,275,0.010502046,1.34431934
0.035,175.000006,279.999999,0.0414253362,1.31364548
0.035,175.000006,284.999998,0.091832377,1.26364589
0.035,175.000006,289.999997,0.160193428,1.19583702
0.035,175.000006,294.999996,0.244433716,1.11227775
0.035,175.000006,299.999995,0.341996133,1.01550436
0.035,175.000006,304.999994,0.449918717,0.908455253
0.035,175.000006,309.999993,0.564923942,0.794380903
0.035,175.000006,314.999992,0.683519185,0.676746905
0.035,175.000006,319.999991,0.802101016,0.559126973
0.035,175.000006,324.99999,0.917066395,0.44509542
0.035,175.000006,329.999989,1.02492106,0.338118643
0.035,175.000006,334.999988,1.12238574,0.241449118
0.035,175.000006,339.999987,1.20649743,0.158026606
0.035,175.000006,345.000013,1.2746973,0.0903883204
0.035,175.000006,350.000012,1.32491124,0.0405926965
0.035,175.000006,355.000011,1.35561168,0.0101546356
0.035,175.000006,360.00001,1.36586428,6.10833411e-07
0.035,180.000005,0,1.36588192,5.16960142e-07
0.035,180.000005,4.99999985,1.35537481,0.0105076898
0.035,180.000005,9.99999971,1.32443607,0.041446425
0.035,180.000005,15.0000004,1.27400577,0.0918766335
0.035,180.000005,19.9999994,1.20561647,0.160266057
0.035,180.000005,25.0000001,1.12134588,0.244536743
0.035,180.000005,30.0000008,1.02375448,0.342128068
0.035,180.000005,34.9999998,0.915807843,0.450074941
0.035,180.000005,39.9999988,0.800785303,0.565097094
0.035,180.000005,45.0000013,0.682182491,0.683700085
0.035,180.000005,50.0000003,0.563602626,0.802280068
0.035,180.000005,54.9999993,0.448648691,0.917233884
0.035,180.000005,60.0000017,0.340813667,1.025069
0.035,180.000005,65.0000007,0.243374079,1.12250853
0.035,180.000005,69.9999997,0.159290552,1.20659184
0.035,180.000005,74.9999987,0.0911178216,1.27476466
0.035,180.000005,79.9999977,0.0409273691,1.32495522
0.035,180.000005,84.9999967,0.0102441665,1.35563838
0.035,180.000005,90.0000025,5.1702682e-07,1.36588192
0.035,180.000005,95.0000015,0.0105076982,1.35537481
0.035,180.000005,100.000001,0.0414464325,1.32443607
0.035,180.000005,105,0.0918766335,1.27400577
0.035,180.000005,109.999999,0.160266057,1.20561647
0.035,180.000005,115.000004,0.244536802,1.12134588
0.035,180.000005,120.000003,0.342128128,1.02375448
0.035,180.000005,125.000002,0.450074941,0.915807605
0.035,180.000005,130.000001,0.565097272,0.800785303
0.035,180.000005,135,0.683700085,0.682182491
0.035,180.000005,139.999999,0.802280068,0.563602626
0.035,180.000005,144.999998,0.917233884,0.448648691
0.035,180.000005,149.999997,1.02506876,0.340813786
0.035,180.000005,154.999996,1.12250853,0.243374169
0.035,180.000005,159.999995,1.20659184,0.159290582
0.035,180.000005,164.999994,1.27476466,0.0911178812
0.035,180.000005,169.999993,1.32495522,0.0409274027
0.035,180.000005,175.000006,1.35563838,0.0102441274
0.035,180.000005,180.000005,1.36588192,5.17093099e-07
0.035,180.000005,185.000004,1.35537481,0.0105077093
0.035,180.000005,190.000003,1.32443607,0.0414464399
0.035,180.000005,195.000002,1.27400577,0.0918766707
0.035,180.000005,200.000001,1.20561647,0.160266086
0.035,180.000005,205,1.12134588,0.244536743
0.035,180.000005,209.999999,1.02375448,0.342128068
0.035,180.000005,214.999998,0.915807843,0.450074852
0.035,180.000005,219.999997,0.800785542,0.565097094
0.035,180.000005,224.999996,0.68218255,0.683699965
0.035,180.000005,230.000009,0.563602388,0.802280188
0.035,180.000005,235.000008,0.448648602,0.917234004
0.035,180.000005,240.000007,0.340813577,1.025069
0.035,180.000005,245.000006,0.24337402,1.12250853
0.035,180.000005,250.000005,0.159290463,1.20659208
0.035,180.000005,255.000004,0.0911177695,1.2747649
0.035,180.000005,260.000003,0.0409273244,1.32495522
0.035,180.000005,265.000002,0.0102441441,1.35563838
0.035,180.000005,270.000001,5.16978275e-07,1.36588192
0.035,180.000005,275,0.0105076898,1.35537481
0.035,180.000005,279.999999,0.0414464064,1.32443607
0.035,180.000005,284.999998,0.0918766335,1.27400577
0.035,180.000005,289.999997,0.160266027,1.20561647
0.035,180.000005,294.999996,0.244536608,1.12134588
0.035,180.000005,299.999995,0.342127919,1.02375472
0.035,180.000005,304.999994,0.450074673,0.915807962
0.035,180.000005,309.999993,0.565096974,0.800785542
0.035,180.000005,314.999992,0.683699965,0.68218267
0.035,180.000005,319.999991,0.802279711,0.563602746
0.035,180.000005,324.99999,0.917233646,0.44864893
0.035,180.000005,329.999989,1.02506876,0.340813935
0.035,180.000005,334.999988,1.12250829,0.243374333
0.035,180.000005,339.999987,1.20659184,0.159290761
0.035,180.000005,345.000013,1.2747649,0.0911176577
0.035,180.000005,350.000012,1.32495522,0.0409272537
0.035,180.000005,355.000011,1.35563838,0.0102441059
0.035,180.000005,360.00001,1.36588192,5.16960142e-07
0.035,185.000004,0,1.3658731,4.21894299e-07
0.035,185.000004,4.99999985,1.35535729,0.0104155755
0.035,185.000004,9.99999971,1.32440126,0.0411066487
0.035,185.000004,15.0000004,1.27394795,0.0911394581
0.035,185.000004,19.9999994,1.20553136,0.15899159
0.035,185.000004,25.0000001,1.12123346,0.242598772
0.035,185.000004,30.0000008,1.02361727,0.339417964
0.035,185.000004,34.9999998,0.915651202,0.446504831
0.035,185.000004,39.9999988,0.800617456,0.560603499
0.035,185.000004,45.0000013,0.682012558,0.678245902
0.035,185.000004,50.0000003,0.563439906,0.795857191
0.035,185.000004,54.9999993,0.448502511,0.909863412
0.035,185.000004,60.0000017,0.340691,1.01680195
0.035,185.000004,65.0000007,0.243279278,1.11342525
0.035,185.000004,69.9999997,0.159224778,1.19679999
0.035,185.000004,74.9999987,0.0910789073,1.26439476
0.035,185.000004,79.9999977,0.0409099534,1.31415796
0.035,185.000004,84.9999967,0.0102403797,1.34457946
0.035,185.000004,90.0000025,8.43978e-07,1.35473609
0.035,185.000004,95.0000015,0.010502046,1.34431934
0.035,185.000004,100.000001,0.0414253362,1.31364548
0.035,185.000004,105,0.091832377,1.26364589
0.035,185.000004,109.999999,0.160193428,1.19583702
0.035,185.000004,115.000004,0.244433716,1.11227775
0.035,185.000004,120.000003,0.341996133,1.01550436
0.035,185.000004,125.000002,0.449918717,0.908455253
0.035,185.000004,130.000001,0.564923942,0.794380903
0.035,185.000004,135,0.683519185,0.676746905
0.035,185.000004,139.999999,0.802101016,0.559126973
0.035,185.000004,144.999998,0.917066395,0.44509542
0.035,185.000004,149.999997,1.02492106,0.338118643
0.035,185.000004,154.999996,1.12238574,0.241449118
0.035,185.000004,159.999995,1.20649743,0.158026606
0.035,185.000004,164.999994,1.2746973,0.0903883204
0.035,185.000004,169.999993,1.32491124,0.0405926965
0.035,185.000004,175.000006,1.35561168,0.0101546356
0.035,185.000004,180.000005,1.36586428,6.10833411e-07
0.035,185.000004,185.000004,1.35535729,0.0104399957
0.035,185.000004,190.000003,1.32440972,0.041155722
0.035,185.000004,195.000002,1.27396381,0.0912137926
0.035,185.000004,200.000001,1.20555377,0.159091845
0.035,185.000004,205,1.12125993,0.242725745
0.035,185.000004,209.999999,1.02364635,0.339572251
0.035,185.000004,214.999998,0.915681183,0.446686924
0.035,185.000004,219.999997,0.800646484,0.560813367
0.035,185.000004,224.999996,0.682038963,0.678483248
0.035,185.000004,230.000009,0.563463032,0.796121061
0.035,185.000004,235.000008,0.448521107,0.910152793
0.035,185.000004,240.000007,0.34070465,1.01711476
0.035,185.000004,245.000006,0.243288115,1.11375904
0.035,185.000004,250.000005,0.159229368,1.19715154
0.035,185.000004,255.000004,0.091080144,1.26476014
0.035,185.000004,260.000003,0.0409091078,1.31453335
0.035,185.000004,265.000002,0.0102389455,1.34496057
0.035,185.000004,270.000001,4.29304549e-07,1.35511816
0.035,185.000004,275,0.0105042914,1.34469843
0.035,185.000004,279.999999,0.0414317399,1.31401706
0.035,185.000004,284.999998,0.0918441638,1.26400542
0.035,185.000004,289.999997,0.160211548,1.19618106
0.035,185.000004,294.999996,0.244458809,1.11260283
0.035,185.000004,299.999995,0.342028111,1.01580799
0.035,185.000004,304.999994,0.449957013,0.908734858
0.035,185.000004,309.999993,0.564967871,0.794635415
0.035,185.000004,314.999992,0.683567345,0.676975071
0.035,185.000004,319.999991,0.802151918,0.559328437
0.035,185.000004,324.99999,0.917118132,0.44527024
0.035,185.000004,329.999989,1.02497125,0.338267088
0.035,185.000004,334.999988,1.12243259,0.241571605
0.035,185.000004,339.999987,1.20653915,0.158123732
0.035,185.000004,345.000013,1.27473223,0.0904609114
0.035,185.000004,350.000012,1.32493818,0.0406408459
0.035,185.000004,355.000011,1.3556298,0.0101785343
0.035,185.000004,360.00001,1.3658731,4.21894299e-07
0.035,190.000003,0,1.36583805,3.28731346e-07
0.035,190.000003,4.99999985,1.35530424,0.010166348
0.035,190.000003,9.99999971,1.32430637,0.0401465595
0.035,190.000003,15.0000004,1.27379179,0.0890245885
0.035,190.000003,19.9999994,1.20530176,0.155307502
0.035,190.000003,25.0000001,1.1209265,0.236972064
0.035,190.000003,30.0000008,1.02323925,0.331527084
0.035,190.000003,34.9999998,0.915216923,0.43609038
0.035,190.000003,39.9999988,0.800148368,0.547477663
0.035,190.000003,45.0000013,0.681534588,0.662299275
0.035,190.000003,50.0000003,0.562980771,0.777065158
0.035,190.000003,54.9999993,0.448087633,0.888288558
0.035,190.000003,60.0000017,0.340340972,0.992594898
0.035,190.000003,65.0000007,0.243007109,1.08682156
0.035,190.000003,69.9999997,0.159034431,1.16811419
0.035,190.000003,74.9999987,0.090964824,1.23401177
0.035,190.000003,79.9999977,0.0408575535,1.28251982
0.035,190.000003,84.9999967,0.0102277687,1.31217253
0.035,190.000003,90.0000025,1.39678673e-06,1.32207251
0.035,190.000003,95.0000015,0.0104875155,1.31192088
0.035,190.000003,100.000001,0.0413691662,1.28202415
0.035,190.000003,105,0.0917128325,1.23328638
0.035,190.000003,109.999999,0.159996122,1.16718161
0.035,190.000003,115.000004,0.244153261,1.08571005
0.035,190.000003,120.000003,0.341636837,0.991337776
0.035,190.000003,125.000002,0.449493706,0.88692385
0.035,190.000003,130.000001,0.564454377,0.77563417
0.035,190.000003,135,0.683030546,0.660845876
0.035,190.000003,139.999999,0.801621139,0.546045423
0.035,190.000003,144.999998,0.916621387,0.434722871
0.035,190.000003,149.999997,1.02453268,0.33026588
0.035,190.000003,154.999996,1.122069,0.235855758
0.035,190.000003,159.999995,1.2062577,0.154370233
0.035,190.000003,164.999994,1.27453184,0.0882947668
0.035,190.000003,169.999993,1.32480741,0.0396470763
0.035,190.000003,175.000006,1.35554957,0.00991274975
0.035,190.000003,180.000005,1.36581957,7.00245437e-07
0.035,190.000003,185.000004,1.355304,0.0102145867
0.035,190.000003,190.000003,1.32432294,0.0402434766
0.035,190.000003,195.000002,1.27382243,0.08917135
0.035,190.000003,200.000001,1.2053448,0.155505434
0.035,190.000003,205,1.12097824,0.237222552
0.035,190.000003,209.999999,1.023296,0.331831366
0.035,190.000003,214.999998,0.915275156,0.436449379
0.035,190.000003,219.999997,0.800204754,0.547891319
0.035,190.000003,224.999996,0.681586087,0.662767172
0.035,190.000003,230.000009,0.563025475,0.777585268
0.035,190.000003,235.000008,0.448123574,0.888858497
0.035,190.000003,240.000007,0.340367287,0.993210912
0.035,190.000003,245.000006,0.243024096,1.08747864
0.035,190.000003,250.000005,0.159043133,1.16880572
0.035,190.000003,255.000004,0.0909670591,1.23473084
0.035,190.000003,260.000003,0.0408557616,1.28325891
0.035,190.000003,265.000002,0.0102248872,1.31292248
0.035,190.000003,270.000001,5.87227362e-07,1.3228246
0.035,190.000003,275,0.0104919644,1.3126663
0.035,190.000003,279.999999,0.0413817987,1.28275454
0.035,190.000003,284.999998,0.0917360783,1.23399389
0.035,190.000003,289.999997,0.16003181,1.16785848
0.035,190.000003,294.999996,0.24420251,1.08634973
0.035,190.000003,299.999995,0.341699511,0.991935253
0.035,190.000003,304.999994,0.449569136,0.887474775
0.035,190.000003,309.999993,0.564540684,0.776135623
0.035,190.000003,314.999992,0.683125198,0.661295772
0.035,190.000003,319.999991,0.801721036,0.546442986
0.035,190.000003,324.99999,0.916722894,0.435067892
0.035,190.000003,329.999989,1.02463162,0.330558956
0.035,190.000003,334.999988,1.12216139,0.236097589
0.035,190.000003,339.999987,1.20634019,0.154562011
0.035,190.000003,345.000013,1.27460074,0.0884378776
0.035,190.000003,350.000012,1.32486093,0.0397419967
0.035,190.000003,355.000011,1.35558593,0.00995991752
0.035,190.000003,360.00001,1.36583805,3.28731346e-07
0.035,195.000002,0,1.36577785,2.41075128e-07
0.035,195.000002,4.99999985,1.35521853,0.00976754446
0.035,195.000002,9.99999971,1.32415533,0.03859533
0.035,195.000002,15.0000004,1.27354264,0.0855966508
0.035,195.000002,19.9999994,1.2049346,0.149327353
0.035,195.000002,25.0000001,1.12043536,0.227831662
0.035,195.000002,30.0000008,1.02263284,0.31870386
0.035,195.000002,34.9999998,0.914518595,0.419163734
0.035,195.000002,39.9999988,0.799392998,0.526143551
0.035,195.000002,45.0000013,0.680764258,0.636382163
0.035,195.000002,50.0000003,0.562239826,0.746526957
0.035,195.000002,54.9999993,0.447417438,0.853233337
0.035,195.000002,60.0000017,0.339774787,0.953269064
0.035,195.000002,65.0000007,0.242566392,1.04360902
0.035,195.000002,69.9999997,0.158725768,1.12152648
0.035,195.000002,74.9999987,0.0907793343,1.18467331
0.035,195.000002,79.9999977,0.0407718681,1.23114848
0.035,195.000002,84.9999967,0.0102067329,1.25955498
0.035,195.000002,90.0000025,2.15551063e-06,1.2690388
0.035,195.000002,95.0000015,0.0104645733,1.25931597
0.035,195.000002,100.000001,0.0412797481,1.2306776
0.035,195.000002,105,0.0915218815,1.18398476
0.035,195.000002,109.999999,0.159680501,1.12064087
0.035,195.000002,115.000004,0.243704334,1.04255319
0.035,195.000002,120.000003,0.341061503,0.952074528
0.035,195.000002,125.000002,0.448813587,0.85193634
0.035,195.000002,130.000001,0.56370306,0.745166302
0.035,195.000002,135,0.682249665,0.634999752
0.035,195.000002,139.999999,0.800854981,0.52478081
0.035,195.000002,144.999998,0.915912509,0.417862087
0.035,195.000002,149.999997,1.02391589,0.317502946
